Treatment,Code,PitfallNumber,Number,Site ,Morphospecies,Abundance,Taxa,Species,ArthropodGroup,
Pine,Pine019,1,19,Plateau,Centipede,1,,,centipede,
Pine,Pine019,1,19,Plateau,LargeFly,2,,,fly,
Pine,Pine019,1,19,Plateau,Neuroptera,1,,,moth,
Pine,Pine019,1,19,Plateau,Ant,23,,,Ant,
Pine,Pine019,2,19,Plateau,Coleoptera1,2,Ceroglossus,,groundBeetle,
Pine,Pine019,2,19,Plateau,Coleoptera3,2,Tenebrionidae,,groundBeetle,
Pine,Pine019,2,19,Plateau,Dermaptera1,4,Esphalmenus,porteri,dermaptera,
Pine,Pine019,2,19,Plateau,SilverFish,2,,,silverfish,
Pine,Pine019,2,19,Plateau,FruitFly,3,,,fly,
Pine,Pine019,2,19,Plateau,thinFly,1,,,fly,
Pine,Pine019,2,19,Plateau,bigMite,30,,,mite,
Pine,Pine019,2,19,Plateau,Ant,12,,,Ant,
Pine,Pine019,2,19,Plateau,Centipede,1,,,centipede,
Pine,Pine019,3,19,Plateau,Dermaptera1,1,Esphalmenus,porteri,dermaptera,
Pine,Pine019,3,19,Plateau,Centipede,2,,,centipede,
Pine,Pine019,3,19,Plateau,Spider5,1,Theridiidae,,Spider,
Pine,Pine019,3,19,Plateau,FruitFly,8,,,fly,
Pine,Pine019,3,19,Plateau,Aphid,1,,,Hoppers,
Pine,Pine019,3,19,Plateau,Coleoptera3,1,Tenebrionidae,,groundBeetle,
Pine,Pine019,3,19,Plateau,Ant,12,,,Ant,
Pine,Pine019,3,19,Plateau,bigMite,10,,,mite,
Pine,Pine020,1,2,Plateau,Grillidae,1,Grillidae,,Hoppers,
Pine,Pine020,1,20,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
Pine,Pine020,1,20,Plateau,Coleoptera3,1,Tenebrionidae,,groundBeetle,
Pine,Pine020,1,20,Plateau,FruitFly,9,,,fly,
Pine,Pine020,1,20,Plateau,Centipede,1,,,centipede,
Pine,Pine020,1,20,Plateau,Spider3,1,Theridiidae,,Spider,
Pine,Pine020,1,20,Plateau,SilverFish,2,,,silverfish,
Pine,Pine020,1,20,Plateau,HorseFly,1,,,fly,
Pine,Pine020,1,20,Plateau,bigMite,3,,,mite,
Pine,Pine020,2,20,Plateau,Coleoptera1,3,Ceroglossus,,groundBeetle,
Pine,Pine020,2,20,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Pine,Pine020,2,20,Plateau,Spider3,3,Theridiidae,,Spider,
Pine,Pine020,2,20,Plateau,Spider2,1,,,Spider,
Pine,Pine020,2,20,Plateau,Curculionidae4,2,Scotylinae,,weevil,
Pine,Pine020,2,20,Plateau,FruitFly,4,,,fly,
Pine,Pine020,2,20,Plateau,Wasp8,1,,,wasp,
Pine,PineL1,1,1,Treeline,OrangeWasp,1,Typhidae,,wasp,
Pine,PineL1,1,1,Treeline,Ant3,11,,,Ant,
Pine,PineL1,1,1,Treeline,smallMite,15,,,mite,
Pine,PineL1,1,1,Treeline,springTail,3,,,springtail,
Pine,PineL1,1,1,Treeline,Neuroptera,2,,,moth,
Pine,PineL1,1,1,Treeline,FruitFly,2,,,fly,
Pine,PineL1,1,1,Treeline,Spider2,1,,,Spider,
Pine,PineL1,2,1,Treeline,OrangeWasp,3,Typhidae,,wasp,
Pine,PineL1,2,1,Treeline,Hemiptera1,3,,,Hoppers,
Pine,PineL1,2,1,Treeline,Staphylinidae2,1,Staphylinidae,,groundBeetle,
Pine,PineL1,2,1,Treeline,FruitFly,2,,,fly,
Pine,PineL1,3,1,Treeline,Spider2,1,,,Spider,
Pine,PineL1,3,1,Treeline,bigEyedWasp,1,Asilidae,,wasp,
Pine,PineL1,3,1,Treeline,FruitFly,4,,,fly,
Pine,PineL1,3,1,Treeline,Ant2,1,,,Ant,
Pine,PineL1,3,1,Treeline,Neuroptera,1,,,moth,
Pine,PineL2,1,2,Treeline,Spider2,2,,,Spider,
Pine,PineL2,1,2,Treeline,FruitFly,1,,,fly,
Pine,PineL2,1,2,Treeline,Scorpion,3,Bothriurus,patagonicus,Spider,
Pine,PineL2,1,2,Treeline,HorseFly,1,,,fly,
Pine,PineL2,1,2,Treeline,FruitFly,9,,,fly,
Pine,PineL2,1,2,Treeline,springTail,1,,,springtail,
Pine,PineL2,1,2,Treeline,smallMite,5,,,mite,
Pine,PineL3,1,3,Treeline,OrangeWasp,2,Typhidae,,wasp,
Pine,PineL3,1,3,Treeline,Scorpion,1,Bothriurus,patagonicus,Spider,
Pine,PineL3,1,3,Treeline,Lampiridae,1,Discodon,magellanicum,groundBeetle,
Pine,PineL3,1,3,Treeline,Spider5,1,Theridiidae,,Spider,
Pine,PineL3,2,3,Treeline,SmallFly,1,,,fly,
Pine,PineL3,2,3,Treeline,springTail,2,,,springtail,
Pine,PineL3,2,3,Treeline,smallMite,8,,,mite,
Pine,PineL3,2,3,Treeline,Neuroptera,2,,,moth,
Pine,PineL3,2,3,Treeline,Hemiptera1,1,,,Hoppers,
Pine,PineL3,2,3,Treeline,spiderling,1,,,Spider,
Pine,PineL3,3,3,Treeline,Coleoptera8,2,,,groundBeetle,
Pine,PineL3,3,3,Treeline,Grillidae,2,Grillidae,,Hoppers,
Pine,PineL3,3,3,Treeline,2LinedSpider,1,,,Spider,
Pine,PineL3,3,3,Treeline,SilverFish,1,,,silverfish,
Pine,PineL3,3,3,Treeline,Staphylinidae2,1,Staphylinidae,,groundBeetle,
Pine,PineL3,3,3,Treeline,thinFly,1,,,fly,
Pine,PineL4,1,4,Treeline,TigerMoth,1,,,moth,
Pine,PineL4,1,4,Plateau,FruitFly,3,,,fly,
Pine,PineL4,1,4,Plateau,thinFly,7,,,fly,
Pine,PineL4,2,4,Treeline,Neuroptera,1,,,moth,
Pine,PineL4,2,4,Plateau,Ant2,2,,,Ant,
Pine,PineL4,2,4,Plateau,Spider2,1,,,Spider,
Pine,PineL4,2,4,Plateau,2LinedSpider,1,,,Spider,
Pine,PineL4,2,4,Plateau,Coleoptera8,1,,,groundBeetle,
Pine,PineL4,2,4,Plateau,Wasp5,1,Ichneumonidae,,wasp,
Pine,PineL4,3,4,Treeline,2LinedSpider,1,,,Spider,
Pine,PineL4,3,4,Plateau,Ant2,16,,,Ant,
Pine,PineL4,3,4,Plateau,2LinedSpider,1,,,Spider,
Pine,PineL4,3,4,Plateau,Neuroptera,2,,,moth,
Pine,PineL4,3,4,Plateau,Hemiptera1,2,,,Hoppers,
Pine,PineL4,3,4,Plateau,FruitFly,2,,,fly,
Pine,PineL5,1,5,Treeline,springTail,1,,,springtail,
Pine,PineL5,1,5,Treeline,Spider2,2,,,Spider,
Pine,PineL5,1,5,Treeline,FruitFly,3,,,fly,
Pine,PineL5,2,5,Treeline,OrangeWasp,2,Typhidae,,wasp,
Pine,PineL5,2,5,Treeline,Grasshopper,1,Acrididae,,Hoppers,
Pine,PineL5,2,5,Treeline,Spider3,2,Theridiidae,,Spider,
Pine,PineL5,2,5,Treeline,thinFly,1,,,fly,
Pine,PineL5,2,5,Treeline,Ant,2,,,Ant,
Pine,PineL5,2,5,Treeline,FruitFly,1,,,fly,
Pine,PineL5,3,5,Treeline,TigerMoth,1,,,moth,
Pine,PineL5,3,5,Treeline,Spider3,1,Theridiidae,,Spider,
Pine,PineL5,3,5,Treeline,HorseFly,1,,,fly,
Pine,PineL5,3,5,Treeline,OrangeWasp,2,Typhidae,,wasp,
Pine,PineL5,3,5,Treeline,FruitFly,2,,,fly,
Pine,PineL5,3,5,Treeline,Ant,1,,,Ant,
Sapling,Sap001,1,1,Plateau,Centipede,2,,,centipede,
Sapling,Sap001,1,1,Plateau,Neuroptera,2,,,moth,
Sapling,Sap001,1,1,Plateau,smallMite,2,,,mite,
Sapling,Sap001,1,1,Plateau,smallCarabidae,1,,,beetle,
Sapling,Sap001,2,1,Plateau,OrangeWasp,1,Typhidae,,wasp,
Sapling,Sap001,2,1,Plateau,Coleoptera1,2,Ceroglossus,,groundBeetle,
Sapling,Sap001,2,1,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap001,2,1,Plateau,FruitFly,17,,,fly,
Sapling,Sap001,2,1,Plateau,HorseFly,2,,,fly,
Sapling,Sap001,2,1,Plateau,Wasp1,1,Chrysidoidea,,wasp,
Sapling,Sap001,2,1,Plateau,Aphid,1,,,Hoppers,
Sapling,Sap001,2,1,Plateau,Ant,30,,,Ant,
Sapling,Sap001,2,1,Plateau,Neuroptera,4,,,moth,
Sapling,Sap001,3,1,Plateau,Ant,13,,,Ant,
Sapling,Sap001,3,1,Plateau,Curculionidae4,1,Scotylinae,,weevil,
Sapling,Sap001,3,1,Plateau,FruitFly,9,,,fly,
Sapling,Sap001,3,1,Plateau,Centipede,1,,,centipede,
Sapling,Sap001,3,1,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
Sapling,Sap001,3,1,Plateau,Coleoptera3,1,Tenebrionidae,,groundBeetle,
Sapling,Sap001,3,1,Plateau,Spider2,2,,,Spider,
Sapling,Sap001,3,1,Plateau,bigMite,20,,,mite,
Sapling,Sap002,1,2,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
Sapling,Sap002,1,2,Plateau,Curculionidae1,1,Aegorhinus,,weevil,
Sapling,Sap002,1,2,Plateau,Coleoptera2,1,,,groundBeetle,
Sapling,Sap002,1,2,Plateau,Wasp1,2,Chrysidoidea,,wasp,
Sapling,Sap002,1,2,Plateau,Neuroptera,2,,,moth,
Sapling,Sap002,1,2,Plateau,FruitFly,4,,,fly,
Sapling,Sap002,1,2,Plateau,SmallFly,2,,,fly,
Sapling,Sap002,1,2,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap002,1,2,Plateau,Centipede,1,,,centipede,
Sapling,Sap002,1,2,Plateau,2LinedSpider,4,,,Spider,
Sapling,Sap002,1,2,Plateau,Ant,33,,,Ant,
Sapling,Sap002,2,2,Plateau,FruitFly,10,,,fly,
Sapling,Sap002,2,2,Plateau,Wasp2,1,,,wasp,
Sapling,Sap002,2,2,Plateau,Neuroptera,2,,,moth,
Sapling,Sap002,2,2,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap002,2,2,Plateau,Mite,1,,,mite,
Sapling,Sap002,2,2,Plateau,Curculionidae3,1,,,weevil,
Sapling,Sap002,2,2,Plateau,whiteMite,1,,,mite,
Sapling,Sap002,2,2,Plateau,craneFly,1,,,fly,
Sapling,Sap002,2,2,Plateau,Spider2,1,,,Spider,
Sapling,Sap002,2,2,Plateau,Ant,24,,,Ant,
Sapling,Sap002,3,2,Plateau,Centipede,4,,,centipede,
Sapling,Sap002,3,2,Plateau,Dermaptera1,2,Esphalmenus,porteri,dermaptera,
Sapling,Sap002,3,2,Plateau,smallClickBeetle,1,,,beetle,
Sapling,Sap002,3,2,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap002,3,2,Plateau,Ant,17,,,Ant,
Sapling,Sap003,1,3,Plateau,Ant,15,,,Ant,
Sapling,Sap003,1,3,Plateau,SilverFish,8,,,silverfish,
Sapling,Sap003,1,3,Plateau,LongLeggedMite,5,,,mite,
Sapling,Sap003,1,3,Plateau,Centipede,2,,,centipede,
Sapling,Sap003,1,3,Plateau,FruitFly,3,,,fly,
Sapling,Sap003,1,3,Plateau,TigerMoth,1,,,moth,
Sapling,Sap003,1,3,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap003,1,3,Plateau,Neuroptera,7,,,moth,
Sapling,Sap003,1,3,Plateau,DarkMite,1,,,mite,
Sapling,Sap003,2,3,Plateau,Coleoptera1,3,Ceroglossus,,groundBeetle,
Sapling,Sap003,2,3,Plateau,Coleoptera3,1,Tenebrionidae,,groundBeetle,
Sapling,Sap003,2,3,Plateau,Centipede,3,,,centipede,
Sapling,Sap003,2,3,Plateau,Spider2,1,,,Spider,
Sapling,Sap003,2,3,Plateau,FruitFly,8,,,fly,
Sapling,Sap003,2,3,Plateau,antBeetle,1,,,groundBeetle,
Sapling,Sap003,2,3,Plateau,smallCarabidae,2,,,beetle,
Sapling,Sap003,2,3,Plateau,SilverFish,7,,,silverfish,
Sapling,Sap003,3,3,Plateau,SilverFish,6,,,silverfish,
Sapling,Sap003,3,3,Plateau,Centipede,2,,,centipede,
Sapling,Sap003,3,3,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
Sapling,Sap003,3,3,Plateau,Ant,12,,,Ant,
Sapling,Sap004,1,4,Plateau,Coleoptera2,1,,,groundBeetle,
Sapling,Sap004,1,4,Plateau,FruitFly,2,,,fly,
Sapling,Sap004,1,4,Plateau,Neuroptera,1,,,moth,
Sapling,Sap004,1,4,Plateau,Hemiptera1,1,,,Hoppers,
Sapling,Sap004,1,4,Plateau,smallCarabidae,1,,,beetle,
Sapling,Sap004,1,4,Plateau,Aphid,1,,,Hoppers,
Sapling,Sap004,1,4,Plateau,craneFly,1,,,fly,
Sapling,Sap004,1,4,Plateau,SmallFly,1,,,fly,
Sapling,Sap004,1,4,Plateau,LongLeggedMite,34,,,mite,
Sapling,Sap004,1,4,Plateau,Ant,3,,,Ant,
Sapling,Sap004,2,4,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
Sapling,Sap004,2,4,Plateau,TigerMoth,1,,,moth,
Sapling,Sap004,2,4,Plateau,FruitFly,1,,,fly,
Sapling,Sap004,3,4,Plateau,Grasshopper,1,Acrididae,,Hoppers,
Sapling,Sap004,3,4,Plateau,Ant,2,,,Ant,
Sapling,Sap004,3,4,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
Sapling,Sap004,3,4,Plateau,Centipede,1,,,centipede,
Sapling,Sap004,3,4,Plateau,Coleoptera4,2,Sericoides,,groundBeetle,
Sapling,Sap004,3,4,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap004,3,4,Plateau,Hemiptera1,1,,,Hoppers,
Sapling,Sap004,3,4,Plateau,smallMite,1,,,mite,
Sapling,Sap005,1,5,Plateau,Scorpion,1,Bothriurus,patagonicus,Spider,
Sapling,Sap005,1,5,Plateau,Coleoptera1,2,Ceroglossus,,groundBeetle,
Sapling,Sap005,1,5,Plateau,Coleoptera2,1,,,groundBeetle,
Sapling,Sap005,1,5,Plateau,Ant,6,,,Ant,
Sapling,Sap005,1,5,Plateau,Wasp1,1,Chrysidoidea,,wasp,
Sapling,Sap005,1,5,Plateau,FruitFly,2,,,fly,
Sapling,Sap005,1,5,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap005,1,5,Plateau,Centipede,2,,,centipede,
Sapling,Sap005,1,5,Plateau,LongLeggedMite,6,,,mite,
Sapling,Sap005,2,5,Plateau,Curculionidae1,1,Aegorhinus,,weevil,
Sapling,Sap005,2,5,Plateau,Coleoptera8,1,,,groundBeetle,
Sapling,Sap005,2,5,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap005,2,5,Plateau,Ant,9,,,Ant,
Sapling,Sap005,2,5,Plateau,Dermaptera1,1,Esphalmenus,porteri,dermaptera,
Sapling,Sap005,2,5,Plateau,Centipede,1,,,centipede,
Sapling,Sap005,2,5,Plateau,smallMite,17,,,mite,
Sapling,Sap005,3,5,Plateau,FruitFly,1,,,fly,
Sapling,Sap005,3,5,Plateau,Centipede,2,,,centipede,
Sapling,Sap005,3,5,Plateau,Dermaptera1,1,Esphalmenus,porteri,dermaptera,
Sapling,Sap005,3,5,Plateau,Neuroptera,1,,,moth,
Sapling,Sap005,3,5,Plateau,bigMite,4,,,mite,
Sapling,Sap005,3,5,Plateau,smallMite,6,,,mite,
Sapling,Sap006,1,6,Plateau,Ant,13,,,Ant,
Sapling,Sap006,1,6,Plateau,LongLeggedMite,10,,,mite,
Sapling,Sap006,1,6,Plateau,FruitFly,2,,,fly,
Sapling,Sap006,1,6,Plateau,Neuroptera,1,,,moth,
Sapling,Sap006,1,6,Plateau,2LinedSpider,3,,,Spider,
Sapling,Sap006,2,6,Plateau,Ant,16,,,Ant,
Sapling,Sap006,2,6,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Sapling,Sap006,2,6,Plateau,Wasp1,1,Chrysidoidea,,wasp,
Sapling,Sap006,2,6,Plateau,clickBeetle,2,Elateridae,,groundBeetle,
Sapling,Sap006,2,6,Plateau,FruitFly,1,,,fly,
Sapling,Sap006,2,6,Plateau,antBeetle,1,,,groundBeetle,
Sapling,Sap006,2,6,Plateau,LongLeggedMite,3,,,mite,
Sapling,Sap006,3,6,Plateau,bigMite,5,,,mite,
Sapling,Sap006,3,6,Plateau,smallMite,16,,,mite,
Sapling,Sap006,3,6,Plateau,Grasshopper,1,Acrididae,,Hoppers,
Sapling,Sap006,3,6,Plateau,Centipede,2,,,centipede,
Sapling,Sap006,3,6,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap006,3,6,Plateau,Ant,17,,,Ant,
Sapling,Sap006,3,6,Plateau,smallMite,7,,,mite,
Sapling,Sap006,3,6,Plateau,bigMite,4,,,mite,
Sapling,Sap006,3,6,Plateau,Coleoptera3,1,Tenebrionidae,,groundBeetle,
Sapling,Sap006,3,6,Plateau,SilverFish,3,,,silverfish,
Sapling,Sap006,3,6,Plateau,Ant,21,,,Ant,
Sapling,Sap006,3,6,Plateau,bigMite,7,,,mite,
Sapling,Sap007,1,7,Plateau,Curculionidae1,1,Aegorhinus,,weevil,
Sapling,Sap007,1,7,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Sapling,Sap007,1,7,Plateau,Curculionidae3,1,,,weevil,
Sapling,Sap007,1,7,Plateau,Dermaptera1,3,Esphalmenus,porteri,dermaptera,
Sapling,Sap007,1,7,Plateau,Staphylinidae,1,,,groundBeetle,
Sapling,Sap007,1,7,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap007,1,7,Plateau,Ant,1,,,Ant,
Sapling,Sap007,1,7,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap007,1,7,Plateau,smallMite,20,,,mite,
Sapling,Sap007,1,7,Plateau,bigMite,4,,,mite,
Sapling,Sap007,2,7,Plateau,Ant,15,,,Ant,
Sapling,Sap007,2,7,Plateau,bigMite,18,,,mite,
Sapling,Sap007,2,7,Plateau,smallMite,20,,,mite,
Sapling,Sap007,3,7,Plateau,HorseFly,1,,,fly,
Sapling,Sap007,3,7,Plateau,TigerMoth,1,,,moth,
Sapling,Sap007,3,7,Plateau,smallCarabidae,1,,,beetle,
Sapling,Sap007,3,7,Plateau,2LinedSpider,2,,,Spider,
Sapling,Sap007,3,7,Plateau,Ant,7,,,Ant,
Sapling,Sap007,3,7,Plateau,OrangeWasp,1,Typhidae,,wasp,
Sapling,Sap007,3,7,Plateau,bigMite,25,,,mite,
Sapling,Sap007,3,7,Plateau,smallMite,70,,,mite,
Sapling,Sap008,1,8,Plateau,OrangeWasp,1,Typhidae,,wasp,
Sapling,Sap008,1,8,Plateau,Ant,7,,,Ant,
Sapling,Sap008,1,8,Plateau,Coleoptera7,1,Sericoides,,groundBeetle,
Sapling,Sap008,1,8,Plateau,smallMite,4,,,mite,
Sapling,Sap008,2,8,Plateau,smallMite,4,,,mite,
Sapling,Sap008,2,8,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap008,2,8,Plateau,Ant,1,,,Ant,
Sapling,Sap008,2,8,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Sapling,Sap008,2,8,Plateau,Neuroptera,1,,,moth,
Sapling,Sap008,2,8,Plateau,smallCarabidae,1,,,beetle,
Sapling,Sap008,3,8,Plateau,Ant,9,,,Ant,
Sapling,Sap008,3,8,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap008,3,8,Plateau,Coleoptera3,1,Tenebrionidae,,groundBeetle,
Sapling,Sap008,3,8,Plateau,HorseFly,1,,,fly,
Sapling,Sap008,3,8,Plateau,smallMite,1,,,mite,
Sapling,Sap008,3,8,Plateau,bigMite,1,,,mite,
Sapling,Sap009,1,9,Plateau,Ant,6,,,Ant,
Sapling,Sap009,1,9,Plateau,bigMite,1,,,mite,
Sapling,Sap009,1,9,Plateau,smallMite,1,,,mite,
Sapling,Sap009,2,9,Plateau,LongLeggedMite,6,,,mite,
Sapling,Sap009,2,9,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap009,2,9,Plateau,Centipede,2,,,centipede,
Sapling,Sap009,2,9,Plateau,smallCarabidae,1,,,beetle,
Sapling,Sap009,2,9,Plateau,Ant,1,,,Ant,
Sapling,Sap009,3,9,Plateau,weirdFly,1,Asilidae,,fly,
Sapling,Sap009,3,9,Plateau,bigMite,3,,,mite,
Sapling,Sap009,3,9,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap009,3,9,Plateau,smallCarabidae,1,,,beetle,
Sapling,Sap009,3,9,Plateau,FruitFly,2,,,fly,
Sapling,Sap009,3,9,Plateau,Neuroptera,1,,,moth,
Sapling,Sap009,3,9,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap009,3,9,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Sapling,Sap010,1,10,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap010,1,10,Plateau,FruitFly,1,,,fly,
Sapling,Sap010,1,10,Plateau,Ant,18,,,Ant,
Sapling,Sap010,1,10,Plateau,bigMite,23,,,mite,
Sapling,Sap010,1,10,Plateau,smallMite,35,,,mite,
Sapling,Sap010,2,10,Plateau,HorseFly,1,,,fly,
Sapling,Sap010,2,10,Plateau,Ant,8,,,Ant,
Sapling,Sap010,2,10,Plateau,bigMite,7,,,mite,
Sapling,Sap010,2,10,Plateau,smallMite,2,,,mite,
Sapling,Sap010,2,10,Plateau,smallFly,1,,,fly,
Sapling,Sap011,1,11,Plateau,Dermaptera1,1,Esphalmenus,porteri,dermaptera,
Sapling,Sap011,1,11,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap011,1,11,Plateau,spiderling,1,,,Spider,
Sapling,Sap011,1,11,Plateau,smallMite,5,,,mite,
Sapling,Sap011,1,11,Plateau,thinFly,1,,,fly,
Sapling,Sap011,1,11,Plateau,Hemiptera1,1,,,Hoppers,
Sapling,Sap011,1,11,Plateau,Ant,9,,,Ant,
Sapling,Sap011,2,11,Plateau,SilverFish,4,,,silverfish,
Sapling,Sap011,2,11,Plateau,OrangeWasp,1,Typhidae,,wasp,
Sapling,Sap011,2,11,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Sapling,Sap011,2,11,Plateau,FruitFly,1,,,fly,
Sapling,Sap011,2,11,Plateau,Ant,12,,,Ant,
Sapling,Sap011,2,11,Plateau,smallMite,12,,,mite,
Sapling,Sap011,3,11,Plateau,Ant,3,,,Ant,
Sapling,Sap011,3,11,Plateau,Lizard,1,,,lizard,
Sapling,Sap011,3,11,Plateau,FruitFly,1,,,fly,
Sapling,Sap011,3,11,Plateau,Neuroptera,1,,,moth,
Sapling,Sap011,3,11,Plateau,smallMite,22,,,mite,
Sapling,Sap011,3,11,Plateau,bigMite,4,,,mite,
Sapling,Sap012,1,12,Plateau,TigerMoth,1,,,moth,
Sapling,Sap012,1,12,Plateau,Spider2,1,,,Spider,
Sapling,Sap012,1,12,Plateau,Ant,10,,,Ant,
Sapling,Sap012,1,12,Plateau,smallMite,5,,,mite,
Sapling,Sap012,1,12,Plateau,bigMite,2,,,mite,
Sapling,Sap012,2,12,Plateau,Neuroptera,1,,,moth,
Sapling,Sap012,2,12,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap012,2,12,Plateau,SilverFish,2,,,silverfish,
Sapling,Sap012,2,12,Plateau,Ant,20,,,Ant,
Sapling,Sap012,2,12,Plateau,smallMite,80,,,mite,
Sapling,Sap012,2,12,Plateau,bigMite,15,,,mite,
Sapling,Sap012,2,12,Plateau,thinFly,1,,,fly,
Sapling,Sap012,3,12,Plateau,Dermaptera1,1,Esphalmenus,porteri,dermaptera,
Sapling,Sap012,3,12,Plateau,Coleoptera3,1,Tenebrionidae,,groundBeetle,
Sapling,Sap012,3,12,Plateau,Ant,18,,,Ant,
Sapling,Sap012,3,12,Plateau,HorseFly,1,,,fly,
Sapling,Sap012,3,12,Plateau,bigMite,9,,,mite,
Sapling,Sap012,3,12,Plateau,smallMite,25,,,mite,
Sapling,Sap013,1,13,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Sapling,Sap013,1,13,Plateau,Dermaptera1,1,Esphalmenus,porteri,dermaptera,
Sapling,Sap013,1,13,Plateau,smallMite,50,,,mite,
Sapling,Sap013,1,13,Plateau,Ant,65,,,Ant,
Sapling,Sap013,2,13,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Sapling,Sap013,2,13,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
Sapling,Sap013,2,13,Plateau,Curculionidae1,1,Aegorhinus,,weevil,
Sapling,Sap013,2,13,Plateau,Dermaptera1,2,Esphalmenus,porteri,dermaptera,
Sapling,Sap013,2,13,Plateau,Spider3,1,Theridiidae,,Spider,
Sapling,Sap013,2,13,Plateau,2LinedSpider,1,,,Spider,
Sapling,Sap013,2,13,Plateau,HorseFly,1,,,fly,
Sapling,Sap013,2,13,Plateau,Ant,12,,,Ant,
Sapling,Sap013,2,13,Plateau,Centipede,1,,,centipede,
Sapling,Sap013,2,13,Plateau,smallMite,15,,,mite,
Sapling,Sap013,2,13,Plateau,bigMite,1,,,mite,
Sapling,Sap013,3,13,Plateau,Curculionidae1,1,Aegorhinus,,weevil,
Sapling,Sap013,3,13,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap013,3,13,Plateau,Ant,5,,,Ant,
Sapling,Sap014,1,14,Plateau,Coleoptera2,1,,,groundBeetle,
Sapling,Sap014,1,14,Plateau,smallMite,2,,,mite,
Sapling,Sap014,1,14,Plateau,FruitFly,1,,,fly,
Sapling,Sap014,1,14,Plateau,bigEyedWasp,1,Asilidae,,wasp,
Sapling,Sap014,1,14,Plateau,Curculionidae2,1,Scotylinae,,weevil,
Sapling,Sap014,1,14,Plateau,Staphylinidae,1,,,groundBeetle,
Sapling,Sap014,1,14,Plateau,Ant,24,,,Ant,
Sapling,Sap014,2,14,Plateau,OrangeWasp,1,Typhidae,,wasp,
Sapling,Sap014,2,14,Plateau,cuteWeevil,1,Rhyephenus,humeralis,weevil,
Sapling,Sap014,2,14,Plateau,Ant,20,,,Ant,
Sapling,Sap014,2,14,Plateau,Neuroptera,1,,,moth,
Sapling,Sap014,2,14,Plateau,bigMite,5,,,mite,
Sapling,Sap014,3,14,Plateau,Ant,1,,,Ant,
Sapling,Sap014,3,14,Plateau,bigMite,4,,,mite,
Sapling,Sap014,3,14,Plateau,Neuroptera,3,,,moth,
Sapling,Sap015,1,15,Plateau,TigerMoth,1,,,moth,
Sapling,Sap015,1,15,Plateau,Neuroptera,1,,,moth,
Sapling,Sap015,1,15,Plateau,HorseFly,1,,,fly,
Sapling,Sap015,1,15,Plateau,Ant,5,,,Ant,
Sapling,Sap015,1,15,Plateau,SilverFish,1,,,silverfish,
Sapling,Sap015,1,15,Plateau,smallMite,28,,,mite,
Sapling,Sap015,2,15,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
Sapling,Sap015,2,15,Plateau,Ant,1,,,Ant,
Sapling,Sap015,2,15,Plateau,Centipede,1,,,centipede,
Sapling,Sap015,2,15,Plateau,HorseFly,1,,,fly,
Sapling,Sap015,2,15,Plateau,smallMite,5,,,mite,
Sapling,Sap015,3,15,Plateau,Wasp1,4,Chrysidoidea,,wasp,
Sapling,Sap015,3,15,Plateau,Hemiptera1,1,,,Hoppers,
Sapling,Sap015,3,15,Plateau,smallMite,13,,,mite,
Sapling,Sap015,3,15,Plateau,bigMite,5,,,mite,
Sapling,Sap016,1,16,Plateau,Scorpion,1,Bothriurus,patagonicus,Spider,
Sapling,Sap016,1,16,Plateau,Coleoptera1,1,Ceroglossus,,groundBeetle,
